transaction_id,customer_id,merchant_id,amount,currency,payment_method,transaction_hour,transaction_day,failure_reason,failure_category,previous_transaction_count,previous_success_count,previous_failure_count,customer_success_rate,days_since_last_success,retry_count,recovery_attempted,recovery_action,retry_delay_minutes,recovery_success,recovered_amount,recovery_time_minutes,recovery_probability,revenue_at_risk
TXN100737,CUST2021,MERCH109,828.32,INR,Credit Card,15,Friday,Insufficient Balance,Customer Related,32,17,15,0.531,83,2,False,Stop Recovery,0,0,0.0,0,0.06,49.7
TXN100738,CUST1417,MERCH149,2034.52,INR,Credit Card,4,Monday,Incorrect Payment Details,Customer Related,2,1,1,0.5,19,1,False,Stop Recovery,0,0,0.0,0,0.18,366.21
TXN100739,CUST1114,MERCH111,794.32,INR,UPI,20,Wednesday,Network Timeout,Temporary,8,7,1,0.875,47,0,True,Retry After Delay,10,1,782.12,15,0.85,675.17
TXN100740,CUST1616,MERCH135,592.86,INR,Debit Card,8,Thursday,Insufficient Balance,Customer Related,15,11,4,0.733,84,2,False,Stop Recovery,0,0,0.0,0,0.21,124.5
TXN100741,CUST2926,MERCH120,698.02,INR,Credit Card,0,Monday,Network Timeout,Temporary,48,47,1,0.979,47,0,True,Retry After Delay,10,1,689.62,22,0.85,593.32
TXN100742,CUST2219,MERCH148,930.5,INR,UPI,18,Tuesday,Payment Declined,Customer Related,3,1,2,0.333,84,0,False,Stop Recovery,0,0,0.0,0,0.2,186.1
TXN100743,CUST1825,MERCH146,1009.2,INR,Net Banking,15,Friday,Processing Error,Technical,20,18,2,0.9,48,1,True,Escalate,0,1,998.56,4,0.53,534.88
TXN100744,CUST2524,MERCH105,7573.55,INR,Debit Card,2,Friday,Payment Declined,Customer Related,34,33,1,0.971,2,1,True,Send Payment Reminder,30,0,0.0,0,0.48,3635.3
TXN100745,CUST2649,MERCH147,3114.1,INR,UPI,3,Friday,Payment Declined,Customer Related,47,33,14,0.702,23,0,True,Send Payment Reminder,60,1,3040.17,68,0.4,1245.64
TXN100746,CUST2516,MERCH148,3040.63,INR,Net Banking,11,Tuesday,Insufficient Balance,Customer Related,46,28,18,0.609,82,0,True,Send Payment Reminder,30,0,0.0,0,0.35,1064.22
TXN100747,CUST2098,MERCH102,3411.35,INR,Wallet,6,Wednesday,Payment Declined,Customer Related,41,22,19,0.537,85,0,False,Stop Recovery,0,0,0.0,0,0.2,682.27
TXN100748,CUST1412,MERCH109,602.41,INR,Credit Card,14,Thursday,Payment Declined,Customer Related,4,4,0,1.0,5,0,True,Send Payment Reminder,30,1,593.43,32,0.55,331.33
TXN100749,CUST2399,MERCH104,503.76,INR,UPI,22,Monday,Incorrect Payment Details,Customer Related,23,12,11,0.522,72,1,False,Stop Recovery,0,0,0.0,0,0.13,65.49
TXN100750,CUST2443,MERCH145,552.53,INR,Net Banking,14,Tuesday,Authentication Failure,Technical,8,7,1,0.875,43,1,True,Escalate,0,1,546.39,8,0.53,292.84
TXN100751,CUST1728,MERCH125,3895.61,INR,UPI,4,Friday,Payment Declined,Customer Related,10,7,3,0.7,79,0,True,Send Payment Reminder,120,1,3833.93,130,0.35,1363.46
TXN100752,CUST2300,MERCH120,864.58,INR,UPI,22,Thursday,Processing Error,Technical,49,48,1,0.98,14,2,True,Escalate,0,1,829.72,10,0.46,397.71
TXN100753,CUST2020,MERCH144,492.21,INR,UPI,1,Friday,Authentication Failure,Technical,38,32,6,0.842,28,1,True,Escalate,0,1,485.12,5,0.53,260.87
TXN100754,CUST1760,MERCH125,948.8,INR,Debit Card,11,Tuesday,Network Timeout,Temporary,5,5,0,1.0,74,0,True,Retry After Delay,5,0,0.0,0,0.8,759.04
TXN100755,CUST1675,MERCH137,1106.68,INR,Wallet,18,Friday,Insufficient Balance,Customer Related,10,5,5,0.5,6,0,False,Stop Recovery,0,0,0.0,0,0.25,276.67
TXN100756,CUST2417,MERCH143,1660.26,INR,Credit Card,22,Tuesday,Processing Error,Technical,26,20,6,0.769,20,0,True,Escalate,0,1,1631.05,14,0.45,747.12
TXN100757,CUST2892,MERCH125,1637.23,INR,Wallet,4,Sunday,Processing Error,Technical,49,46,3,0.939,68,2,True,Escalate,0,1,1563.25,2,0.41,671.26
TXN100758,CUST1456,MERCH107,690.53,INR,UPI,22,Friday,Insufficient Balance,Customer Related,16,10,6,0.625,67,1,False,Stop Recovery,0,0,0.0,0,0.28,193.35
TXN100759,CUST1919,MERCH104,2318.15,INR,UPI,2,Tuesday,Incorrect Payment Details,Customer Related,23,21,2,0.913,31,0,True,Send Payment Reminder,30,1,2277.14,42,0.55,1274.98
TXN100760,CUST1191,MERCH114,803.23,INR,Credit Card,23,Friday,Insufficient Balance,Customer Related,17,10,7,0.588,50,2,False,Stop Recovery,0,0,0.0,0,0.11,88.36
TXN100761,CUST1738,MERCH115,1182.02,INR,Wallet,5,Thursday,Network Timeout,Temporary,28,26,2,0.929,84,0,True,Retry After Delay,30,1,1174.64,40,0.8,945.62
TXN100762,CUST2712,MERCH100,2320.22,INR,Credit Card,12,Thursday,Processing Error,Technical,18,15,3,0.833,43,2,True,Escalate,0,1,2252.15,12,0.46,1067.3
TXN100763,CUST2122,MERCH115,801.55,INR,UPI,19,Friday,Processing Error,Technical,41,23,18,0.561,89,0,False,Stop Recovery,0,0,0.0,0,0.25,200.39
TXN100764,CUST2571,MERCH136,849.39,INR,UPI,14,Friday,Insufficient Balance,Customer Related,11,5,6,0.455,89,0,False,Stop Recovery,0,0,0.0,0,0.2,169.88
TXN100765,CUST1977,MERCH102,2150.24,INR,UPI,3,Tuesday,Network Timeout,Temporary,34,33,1,0.971,12,1,True,Retry After Delay,5,1,2057.09,13,0.78,1677.19
TXN100766,CUST2008,MERCH146,674.39,INR,UPI,19,Tuesday,Authentication Failure,Technical,46,29,17,0.63,48,0,True,Escalate,0,1,661.26,14,0.45,303.48
TXN100767,CUST1095,MERCH130,984.53,INR,UPI,6,Tuesday,Insufficient Balance,Customer Related,15,15,0,1.0,84,1,True,Send Payment Reminder,60,0,0.0,0,0.43,423.35
TXN100768,CUST2687,MERCH112,2089.32,INR,Net Banking,21,Wednesday,Network Timeout,Temporary,1,1,0,1.0,28,1,True,Retry After Delay,5,0,0.0,0,0.78,1629.67
TXN100769,CUST1662,MERCH115,6927.64,INR,Credit Card,17,Friday,Bank Server Unavailable,Temporary,33,33,0,1.0,73,1,True,Retry After Delay,5,0,0.0,0,0.73,5057.18
TXN100770,CUST2213,MERCH142,2174.0,INR,Debit Card,20,Saturday,Network Timeout,Temporary,9,8,1,0.889,73,2,True,Retry,0,1,2091.28,1,0.66,1434.84
TXN100771,CUST2759,MERCH120,1954.93,INR,UPI,20,Friday,Payment Declined,Customer Related,44,23,21,0.523,39,0,False,Stop Recovery,0,0,0.0,0,0.25,488.73
TXN100772,CUST1036,MERCH101,2048.05,INR,UPI,21,Friday,Gateway Timeout,Temporary,17,16,1,0.941,9,2,True,Retry After Delay,30,1,2001.46,44,0.71,1454.12
TXN100773,CUST2803,MERCH126,567.62,INR,Credit Card,6,Friday,Network Timeout,Temporary,15,15,0,1.0,33,1,True,Retry After Delay,15,1,558.23,20,0.78,442.74
TXN100774,CUST2392,MERCH137,1469.21,INR,Net Banking,11,Tuesday,Processing Error,Technical,4,2,2,0.5,86,0,False,Stop Recovery,0,0,0.0,0,0.25,367.3
TXN100775,CUST2718,MERCH125,1307.91,INR,Credit Card,10,Sunday,Processing Error,Technical,37,28,9,0.757,43,0,True,Escalate,0,0,0.0,0,0.45,588.56
TXN100776,CUST2548,MERCH137,1732.41,INR,Net Banking,23,Sunday,Network Timeout,Temporary,46,38,8,0.826,1,2,True,Retry After Delay,15,1,1689.99,16,0.71,1230.01
TXN100777,CUST1278,MERCH145,1470.28,INR,Net Banking,11,Sunday,Bank Server Unavailable,Temporary,6,5,1,0.833,78,0,True,Retry After Delay,15,1,1419.45,16,0.8,1176.22
TXN100778,CUST1216,MERCH124,1814.85,INR,UPI,14,Sunday,Payment Declined,Customer Related,6,5,1,0.833,81,1,True,Send Payment Reminder,120,0,0.0,0,0.43,780.39
TXN100779,CUST1866,MERCH110,1044.01,INR,UPI,7,Tuesday,Network Timeout,Temporary,19,19,0,1.0,88,0,True,Retry After Delay,5,1,1036.55,16,0.8,835.21
TXN100780,CUST1872,MERCH107,1403.73,INR,Debit Card,10,Wednesday,Network Timeout,Temporary,23,11,12,0.478,73,0,True,Retry,0,1,1343.08,11,0.5,701.86
TXN100781,CUST2821,MERCH107,501.57,INR,UPI,20,Sunday,Gateway Timeout,Temporary,30,21,9,0.7,10,3,True,Retry,0,0,0.0,0,0.49,245.77
TXN100782,CUST2296,MERCH132,1036.99,INR,UPI,17,Tuesday,Processing Error,Technical,1,1,0,1.0,18,0,True,Escalate,0,0,0.0,0,0.6,622.19
TXN100783,CUST2904,MERCH106,4075.17,INR,UPI,9,Saturday,Processing Error,Technical,9,4,5,0.444,9,1,False,Stop Recovery,0,0,0.0,0,0.23,937.29
TXN100784,CUST1061,MERCH137,1728.56,INR,UPI,7,Friday,Authentication Failure,Technical,22,13,9,0.591,13,0,True,Escalate,0,0,0.0,0,0.3,518.57
TXN100785,CUST1595,MERCH120,1317.2,INR,Net Banking,5,Friday,Payment Declined,Customer Related,1,1,0,1.0,43,2,True,Send Payment Reminder,60,0,0.0,0,0.41,540.05
TXN100786,CUST2903,MERCH107,6105.22,INR,UPI,2,Sunday,Incorrect Payment Details,Customer Related,36,22,14,0.611,4,1,True,Send Payment Reminder,60,0,0.0,0,0.33,2014.72
TXN100787,CUST1728,MERCH120,450.94,INR,UPI,19,Monday,Insufficient Balance,Customer Related,25,21,4,0.84,43,0,True,Send Payment Reminder,60,0,0.0,0,0.55,248.02
TXN100788,CUST2365,MERCH119,551.39,INR,Credit Card,11,Tuesday,Insufficient Balance,Customer Related,16,14,2,0.875,31,0,True,Send Payment Reminder,120,1,525.0,122,0.55,303.26
TXN100789,CUST1396,MERCH107,5272.02,INR,Debit Card,16,Monday,Payment Declined,Customer Related,26,17,9,0.654,25,0,True,Send Payment Reminder,120,1,5226.88,128,0.4,2108.81
TXN100790,CUST1698,MERCH145,1389.6,INR,Credit Card,2,Friday,Incorrect Payment Details,Customer Related,28,28,0,1.0,88,0,True,Send Payment Reminder,30,1,1322.49,40,0.5,694.8
TXN100791,CUST2042,MERCH130,1103.16,INR,Wallet,19,Tuesday,Network Timeout,Temporary,5,4,1,0.8,76,1,True,Retry After Delay,30,0,0.0,0,0.73,805.31
TXN100792,CUST1176,MERCH149,513.19,INR,Debit Card,17,Sunday,Bank Server Unavailable,Temporary,48,47,1,0.979,85,0,True,Retry After Delay,15,1,500.03,19,0.8,410.55
TXN100793,CUST2635,MERCH128,1916.31,INR,Credit Card,11,Friday,Processing Error,Technical,22,16,6,0.727,17,2,True,Escalate,0,0,0.0,0,0.31,594.06
TXN100794,CUST1395,MERCH147,2070.55,INR,UPI,21,Monday,Gateway Timeout,Temporary,14,12,2,0.857,66,0,True,Retry After Delay,30,1,2022.7,45,0.8,1656.44
TXN100795,CUST1444,MERCH108,558.03,INR,Credit Card,23,Sunday,Gateway Timeout,Temporary,9,4,5,0.444,28,0,True,Retry,0,0,0.0,0,0.55,306.92
TXN100796,CUST2256,MERCH114,1197.25,INR,Debit Card,15,Monday,Insufficient Balance,Customer Related,14,13,1,0.929,14,0,True,Send Payment Reminder,30,1,1157.64,42,0.55,658.49
TXN100797,CUST2938,MERCH129,1024.12,INR,Net Banking,21,Thursday,Gateway Timeout,Temporary,16,16,0,1.0,73,0,True,Retry After Delay,5,1,987.04,10,0.8,819.3
TXN100798,CUST1075,MERCH125,1643.83,INR,Wallet,9,Sunday,Network Timeout,Temporary,30,15,15,0.5,68,0,True,Retry,0,1,1622.48,1,0.5,821.92
TXN100799,CUST1264,MERCH109,547.08,INR,Credit Card,18,Thursday,Bank Server Unavailable,Temporary,32,17,15,0.531,69,0,True,Retry,0,1,529.75,14,0.5,273.54
TXN100800,CUST1454,MERCH128,3646.63,INR,Credit Card,8,Tuesday,Payment Declined,Customer Related,6,3,3,0.5,13,3,False,Stop Recovery,0,0,0.0,0,0.05,182.33
TXN100801,CUST2819,MERCH115,2786.83,INR,UPI,13,Tuesday,Bank Server Unavailable,Temporary,17,8,9,0.471,85,3,False,Stop Recovery,0,0,0.0,0,0.29,808.18
TXN100802,CUST1717,MERCH135,1001.71,INR,UPI,19,Sunday,Payment Declined,Customer Related,1,1,0,1.0,14,0,True,Send Payment Reminder,60,0,0.0,0,0.55,550.94
TXN100803,CUST1734,MERCH119,1126.49,INR,UPI,13,Tuesday,Network Timeout,Temporary,18,11,7,0.611,18,1,True,Retry,0,1,1077.13,9,0.63,709.69
TXN100804,CUST2407,MERCH144,1200.94,INR,UPI,21,Tuesday,Network Timeout,Temporary,11,5,6,0.455,9,2,True,Retry,0,1,1168.71,5,0.41,492.39
TXN100805,CUST2587,MERCH136,718.63,INR,UPI,3,Tuesday,Processing Error,Technical,11,6,5,0.545,90,1,False,Stop Recovery,0,0,0.0,0,0.18,129.35
TXN100806,CUST1850,MERCH121,939.41,INR,UPI,14,Tuesday,Incorrect Payment Details,Customer Related,28,15,13,0.536,44,0,False,Stop Recovery,0,0,0.0,0,0.25,234.85
TXN100807,CUST2529,MERCH106,1078.99,INR,Credit Card,19,Saturday,Payment Declined,Customer Related,12,12,0,1.0,27,1,True,Send Payment Reminder,120,1,1064.23,134,0.48,517.92
TXN100808,CUST2390,MERCH122,4867.3,INR,Credit Card,1,Tuesday,Network Timeout,Temporary,34,19,15,0.559,41,0,True,Retry,0,1,4698.92,10,0.55,2677.02
TXN100809,CUST1143,MERCH140,2856.34,INR,Credit Card,17,Monday,Bank Server Unavailable,Temporary,16,14,2,0.875,85,0,True,Retry After Delay,15,0,0.0,0,0.8,2285.07
TXN100810,CUST1884,MERCH139,2829.13,INR,Credit Card,1,Monday,Authentication Failure,Technical,10,8,2,0.8,56,0,True,Escalate,0,1,2706.36,14,0.6,1697.48
TXN100811,CUST2092,MERCH128,1800.72,INR,UPI,17,Monday,Network Timeout,Temporary,46,29,17,0.63,44,1,True,Retry,0,1,1741.4,2,0.63,1134.45
TXN100812,CUST2122,MERCH115,547.92,INR,Wallet,7,Saturday,Authentication Failure,Technical,39,28,11,0.718,10,0,True,Escalate,0,1,535.47,10,0.45,246.56
TXN100813,CUST1395,MERCH137,1295.7,INR,UPI,9,Friday,Payment Declined,Customer Related,8,7,1,0.875,32,0,True,Send Payment Reminder,30,1,1237.51,37,0.55,712.64
TXN100814,CUST2048,MERCH127,2911.4,INR,Wallet,19,Sunday,Incorrect Payment Details,Customer Related,26,23,3,0.885,70,2,True,Send Payment Reminder,60,0,0.0,0,0.36,1048.1
TXN100815,CUST1947,MERCH147,489.5,INR,UPI,3,Sunday,Payment Declined,Customer Related,42,21,21,0.5,26,2,False,Stop Recovery,0,0,0.0,0,0.11,53.84
TXN100816,CUST1890,MERCH137,2228.85,INR,Credit Card,9,Wednesday,Insufficient Balance,Customer Related,42,34,8,0.81,88,0,True,Send Payment Reminder,30,1,2143.55,40,0.5,1114.42
TXN100817,CUST2492,MERCH130,8587.71,INR,UPI,9,Friday,Gateway Timeout,Temporary,42,24,18,0.571,41,1,True,Retry,0,1,8575.18,6,0.48,4122.1
TXN100818,CUST2507,MERCH113,3132.08,INR,UPI,2,Tuesday,Payment Declined,Customer Related,14,14,0,1.0,46,1,True,Send Payment Reminder,30,0,0.0,0,0.48,1503.4
TXN100819,CUST2588,MERCH132,4151.49,INR,UPI,20,Wednesday,Authentication Failure,Technical,9,6,3,0.667,14,0,True,Escalate,0,0,0.0,0,0.45,1868.17
TXN100820,CUST2174,MERCH108,1595.07,INR,Debit Card,3,Monday,Network Timeout,Temporary,49,35,14,0.714,45,0,True,Retry After Delay,5,1,1531.6,9,0.7,1116.55
TXN100821,CUST2167,MERCH126,2905.46,INR,UPI,22,Monday,Insufficient Balance,Customer Related,19,9,10,0.474,26,0,False,Stop Recovery,0,0,0.0,0,0.25,726.36
TXN100822,CUST1568,MERCH123,754.25,INR,Credit Card,9,Thursday,Gateway Timeout,Temporary,34,30,4,0.882,7,3,True,Retry,0,0,0.0,0,0.64,482.72
TXN100823,CUST2062,MERCH112,2531.81,INR,UPI,6,Tuesday,Payment Declined,Customer Related,47,26,21,0.553,37,2,False,Stop Recovery,0,0,0.0,0,0.11,278.5
TXN100824,CUST1108,MERCH125,2260.88,INR,UPI,21,Tuesday,Network Timeout,Temporary,38,25,13,0.658,50,0,True,Retry After Delay,15,0,0.0,0,0.7,1582.62
TXN100825,CUST2716,MERCH128,1689.06,INR,Net Banking,22,Thursday,Processing Error,Technical,29,26,3,0.897,66,0,True,Escalate,0,1,1609.97,8,0.55,928.98
TXN100826,CUST2065,MERCH148,3838.38,INR,Net Banking,11,Friday,Payment Declined,Customer Related,29,22,7,0.759,29,2,False,Stop Recovery,0,0,0.0,0,0.26,997.98
TXN100827,CUST2209,MERCH142,870.42,INR,Credit Card,6,Thursday,Processing Error,Technical,28,22,6,0.786,84,1,True,Escalate,0,0,0.0,0,0.33,287.24
TXN100828,CUST1934,MERCH127,1153.27,INR,UPI,12,Saturday,Authentication Failure,Technical,48,37,11,0.771,55,0,True,Escalate,0,0,0.0,0,0.45,518.97
TXN100829,CUST1397,MERCH127,1445.73,INR,UPI,7,Tuesday,Bank Server Unavailable,Temporary,49,47,2,0.959,9,0,True,Retry After Delay,30,1,1404.68,40,0.85,1228.87
TXN100830,CUST2246,MERCH107,587.76,INR,Wallet,12,Saturday,Network Timeout,Temporary,24,13,11,0.542,31,1,True,Retry,0,0,0.0,0,0.48,282.12
TXN100831,CUST1633,MERCH122,1606.07,INR,UPI,0,Saturday,Processing Error,Technical,28,18,10,0.643,85,0,True,Escalate,0,0,0.0,0,0.4,642.43
TXN100832,CUST2156,MERCH128,338.61,INR,Net Banking,15,Saturday,Insufficient Balance,Customer Related,42,40,2,0.952,18,1,True,Send Payment Reminder,120,0,0.0,0,0.48,162.53
TXN100833,CUST2186,MERCH104,3095.06,INR,UPI,18,Monday,Network Timeout,Temporary,44,38,6,0.864,52,1,True,Retry After Delay,15,1,2951.73,25,0.78,2414.15
TXN100834,CUST2238,MERCH141,1390.35,INR,Wallet,18,Thursday,Processing Error,Technical,12,11,1,0.917,30,1,True,Escalate,0,1,1321.77,9,0.53,736.89
TXN100835,CUST1732,MERCH106,882.97,INR,UPI,20,Wednesday,Insufficient Balance,Customer Related,19,13,6,0.684,77,0,True,Send Payment Reminder,60,0,0.0,0,0.35,309.04
TXN100836,CUST1234,MERCH141,687.11,INR,UPI,12,Monday,Gateway Timeout,Temporary,6,3,3,0.5,11,1,True,Retry,0,1,653.29,11,0.48,329.81
TXN100837,CUST2866,MERCH135,1110.25,INR,Credit Card,6,Friday,Insufficient Balance,Customer Related,2,2,0,1.0,25,0,True,Send Payment Reminder,120,1,1071.19,133,0.55,610.64
TXN100838,CUST1657,MERCH140,2322.98,INR,Wallet,14,Monday,Authentication Failure,Technical,50,34,16,0.68,26,1,True,Escalate,0,0,0.0,0,0.38,882.73
TXN100839,CUST1750,MERCH126,2075.99,INR,Wallet,5,Friday,Network Timeout,Temporary,39,35,4,0.897,84,0,True,Retry After Delay,10,1,1979.85,17,0.8,1660.79
TXN100840,CUST1587,MERCH145,761.71,INR,Debit Card,3,Monday,Gateway Timeout,Temporary,31,18,13,0.581,89,0,True,Retry,0,0,0.0,0,0.5,380.86
TXN100841,CUST2032,MERCH101,680.73,INR,Debit Card,21,Tuesday,Gateway Timeout,Temporary,37,31,6,0.838,10,0,True,Retry After Delay,30,1,653.26,36,0.85,578.62
TXN100842,CUST2097,MERCH124,2265.43,INR,Credit Card,22,Sunday,Authentication Failure,Technical,29,29,0,1.0,77,1,True,Escalate,0,0,0.0,0,0.48,1087.41
TXN100843,CUST1953,MERCH108,751.54,INR,Debit Card,19,Saturday,Incorrect Payment Details,Customer Related,40,39,1,0.975,32,1,True,Send Payment Reminder,60,1,738.32,73,0.48,360.74
TXN100844,CUST1491,MERCH126,1405.19,INR,Net Banking,10,Sunday,Insufficient Balance,Customer Related,12,11,1,0.917,54,1,True,Send Payment Reminder,120,0,0.0,0,0.48,674.49
TXN100845,CUST1912,MERCH100,1478.83,INR,Credit Card,23,Friday,Payment Declined,Customer Related,33,19,14,0.576,25,0,False,Stop Recovery,0,0,0.0,0,0.25,369.71
TXN100846,CUST2276,MERCH122,1719.26,INR,Credit Card,20,Friday,Insufficient Balance,Customer Related,47,45,2,0.957,88,0,True,Send Payment Reminder,120,1,1658.09,127,0.5,859.63
TXN100847,CUST2253,MERCH109,2661.42,INR,Credit Card,18,Thursday,Payment Declined,Customer Related,45,24,21,0.533,29,0,False,Stop Recovery,0,0,0.0,0,0.25,665.36
TXN100848,CUST2542,MERCH141,487.67,INR,Credit Card,1,Monday,Processing Error,Technical,25,19,6,0.76,35,0,True,Escalate,0,0,0.0,0,0.45,219.45
TXN100849,CUST2197,MERCH124,290.35,INR,Net Banking,16,Friday,Insufficient Balance,Customer Related,42,22,20,0.524,52,1,False,Stop Recovery,0,0,0.0,0,0.18,52.26
TXN100850,CUST2676,MERCH102,850.69,INR,UPI,14,Friday,Processing Error,Technical,18,10,8,0.556,85,0,False,Stop Recovery,0,0,0.0,0,0.25,212.67
TXN100851,CUST2191,MERCH105,5660.25,INR,UPI,19,Monday,Incorrect Payment Details,Customer Related,30,15,15,0.5,12,0,False,Stop Recovery,0,0,0.0,0,0.25,1415.06
TXN100852,CUST1169,MERCH105,6752.98,INR,Credit Card,17,Monday,Network Timeout,Temporary,18,14,4,0.778,48,2,True,Retry,0,1,6609.64,5,0.56,3781.67
TXN100853,CUST2416,MERCH101,5796.11,INR,UPI,11,Wednesday,Authentication Failure,Technical,7,5,2,0.714,7,1,True,Escalate,0,0,0.0,0,0.38,2202.52
TXN100854,CUST1945,MERCH117,1147.81,INR,Credit Card,2,Thursday,Bank Server Unavailable,Temporary,15,12,3,0.8,71,1,True,Retry After Delay,10,1,1114.02,13,0.73,837.9
TXN100855,CUST1794,MERCH122,321.92,INR,Net Banking,16,Friday,Insufficient Balance,Customer Related,30,27,3,0.9,85,2,True,Send Payment Reminder,120,1,320.06,127,0.36,115.89
TXN100856,CUST1633,MERCH101,205.53,INR,Credit Card,13,Monday,Payment Declined,Customer Related,5,3,2,0.6,53,0,True,Send Payment Reminder,30,0,0.0,0,0.4,82.21
TXN100857,CUST2217,MERCH111,819.56,INR,Net Banking,5,Friday,Processing Error,Technical,5,3,2,0.6,81,1,True,Escalate,0,1,807.12,15,0.33,270.45
TXN100858,CUST2540,MERCH121,1143.15,INR,UPI,3,Wednesday,Bank Server Unavailable,Temporary,33,16,17,0.485,68,0,True,Retry,0,0,0.0,0,0.5,571.58
TXN100859,CUST1028,MERCH136,3791.44,INR,Net Banking,20,Wednesday,Processing Error,Technical,6,6,0,1.0,45,0,True,Escalate,0,0,0.0,0,0.6,2274.86
TXN100860,CUST2188,MERCH119,2681.8,INR,Credit Card,7,Friday,Processing Error,Technical,48,24,24,0.5,33,0,True,Escalate,0,0,0.0,0,0.3,804.54
TXN100861,CUST2445,MERCH138,1606.68,INR,UPI,19,Thursday,Network Timeout,Temporary,40,37,3,0.925,72,0,True,Retry After Delay,10,1,1594.83,14,0.8,1285.34
TXN100862,CUST1338,MERCH123,657.29,INR,Credit Card,21,Tuesday,Processing Error,Technical,4,2,2,0.5,57,0,True,Escalate,0,1,641.48,8,0.3,197.19
TXN100863,CUST2671,MERCH147,621.03,INR,Wallet,2,Sunday,Bank Server Unavailable,Temporary,13,6,7,0.462,18,0,True,Retry,0,0,0.0,0,0.55,341.57
TXN100864,CUST2519,MERCH119,1641.4,INR,UPI,7,Friday,Network Timeout,Temporary,42,34,8,0.81,16,3,True,Retry,0,1,1623.44,13,0.64,1050.5
TXN100865,CUST2388,MERCH100,2339.38,INR,Credit Card,12,Wednesday,Processing Error,Technical,26,23,3,0.885,48,2,True,Escalate,0,1,2294.41,5,0.46,1076.11
TXN100866,CUST2856,MERCH100,1832.63,INR,Net Banking,18,Thursday,Insufficient Balance,Customer Related,49,35,14,0.714,41,3,False,Stop Recovery,0,0,0.0,0,0.19,348.2
TXN100867,CUST2365,MERCH116,585.42,INR,UPI,14,Saturday,Payment Declined,Customer Related,20,12,8,0.6,81,2,False,Stop Recovery,0,0,0.0,0,0.21,122.94
TXN100868,CUST1499,MERCH100,2254.16,INR,Credit Card,22,Monday,Payment Declined,Customer Related,32,18,14,0.562,63,3,False,Stop Recovery,0,0,0.0,0,0.05,112.71
TXN100869,CUST2680,MERCH144,1883.2,INR,Credit Card,6,Sunday,Bank Server Unavailable,Temporary,32,29,3,0.906,29,0,True,Retry After Delay,15,1,1859.09,20,0.85,1600.72
TXN100870,CUST1510,MERCH129,568.76,INR,UPI,2,Saturday,Payment Declined,Customer Related,50,32,18,0.64,17,0,True,Send Payment Reminder,60,1,559.79,65,0.4,227.5
TXN100871,CUST2350,MERCH140,715.19,INR,Credit Card,18,Thursday,Network Timeout,Temporary,37,30,7,0.811,26,0,True,Retry After Delay,10,1,690.18,16,0.85,607.91
TXN100872,CUST1216,MERCH146,2323.42,INR,UPI,9,Thursday,Bank Server Unavailable,Temporary,44,43,1,0.977,74,1,True,Retry After Delay,15,1,2221.82,19,0.73,1696.1
TXN100873,CUST2324,MERCH102,1110.31,INR,Debit Card,15,Sunday,Processing Error,Technical,1,1,0,1.0,79,1,True,Escalate,0,1,1099.56,2,0.48,532.95
TXN100874,CUST2155,MERCH145,4775.81,INR,UPI,13,Sunday,Processing Error,Technical,25,12,13,0.48,31,0,True,Escalate,0,0,0.0,0,0.3,1432.74
TXN100875,CUST2827,MERCH110,2000.0,INR,UPI,7,Friday,Insufficient Balance,Customer Related,25,23,2,0.92,40,0,True,Send Payment Reminder,120,1,1907.73,126,0.55,1100.0
TXN100876,CUST2093,MERCH123,907.5,INR,Credit Card,10,Thursday,Bank Server Unavailable,Temporary,1,1,0,1.0,49,0,True,Retry After Delay,10,1,889.58,22,0.85,771.38
TXN100877,CUST2275,MERCH121,1328.54,INR,UPI,18,Monday,Insufficient Balance,Customer Related,3,1,2,0.333,8,0,False,Stop Recovery,0,0,0.0,0,0.25,332.14
TXN100878,CUST2438,MERCH143,1409.1,INR,UPI,1,Sunday,Processing Error,Technical,39,27,12,0.692,49,1,True,Escalate,0,1,1408.31,12,0.38,535.46
TXN100879,CUST2810,MERCH144,747.91,INR,Net Banking,4,Saturday,Network Timeout,Temporary,21,11,10,0.524,64,0,True,Retry,0,0,0.0,0,0.5,373.96
TXN100880,CUST1444,MERCH125,645.44,INR,Wallet,10,Friday,Network Timeout,Temporary,43,34,9,0.791,45,2,True,Retry,0,0,0.0,0,0.56,361.45
TXN100881,CUST1875,MERCH112,2347.51,INR,Net Banking,6,Wednesday,Processing Error,Technical,25,24,1,0.96,40,2,True,Escalate,0,0,0.0,0,0.46,1079.85
TXN100882,CUST2205,MERCH100,2633.89,INR,Credit Card,7,Sunday,Insufficient Balance,Customer Related,21,15,6,0.714,2,0,True,Send Payment Reminder,120,1,2526.26,121,0.4,1053.56
TXN100883,CUST1166,MERCH123,2171.18,INR,Net Banking,16,Monday,Network Timeout,Temporary,47,26,21,0.553,53,3,True,Retry,0,0,0.0,0,0.34,738.2
TXN100884,CUST1090,MERCH109,4501.9,INR,Wallet,11,Friday,Network Timeout,Temporary,3,3,0,1.0,79,3,True,Retry,0,1,4444.16,14,0.59,2656.12
TXN100885,CUST1713,MERCH134,868.34,INR,UPI,17,Sunday,Processing Error,Technical,40,40,0,1.0,55,1,True,Escalate,0,0,0.0,0,0.53,460.22
