transaction_id,recovery_probability,expected_recovery,priority,action,reason,retry_delay_minutes,amount,failure_reason,failure_category,retry_count,recovery_success,recovered_amount,recovery_attempted,recovery_success_simulated,simulated_recovered_amount
TXN102043,0.339,1150.74,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,3395.2,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN102044,0.628,971.56,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1547.31,Processing Error,Technical,1,1,1504.69,True,1,1547.31
TXN102045,0.53,242.58,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,457.34,Processing Error,Technical,0,1,441.64,True,1,457.34
TXN102046,0.719,447.04,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,621.74,Bank Server Unavailable,Temporary,1,1,600.5,True,0,0.0
TXN102047,0.692,360.07,VERY LOW,Send Payment Reminder,Customer action may be required,60,520.3,Insufficient Balance,Customer Related,0,1,505.45,True,1,520.3
TXN102048,0.566,492.61,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,871.0,Processing Error,Technical,1,1,861.84,True,0,0.0
TXN102049,0.456,527.77,LOW,Send Payment Reminder,Customer action may be required,60,1157.11,Payment Declined,Customer Related,1,0,0.0,True,1,1157.11
TXN102050,0.029,15.15,VERY LOW,Stop Recovery,Recovery probability is too low,0,527.24,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN102051,0.842,3657.21,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,4343.91,Network Timeout,Temporary,0,0,0.0,True,1,4343.91
TXN102052,0.83,385.27,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,463.95,Gateway Timeout,Temporary,0,1,449.03,True,1,463.95
TXN102053,0.357,1403.99,LOW,Stop Recovery,Maximum retry limit reached,0,3931.92,Payment Declined,Customer Related,2,1,3785.81,False,0,0.0
TXN102054,0.219,758.23,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,3456.91,Incorrect Payment Details,Customer Related,1,0,0.0,False,0,0.0
TXN102055,0.157,430.99,VERY LOW,Stop Recovery,Recovery probability is too low,0,2748.04,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN102056,0.632,486.04,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,768.92,Network Timeout,Temporary,0,1,751.65,True,0,0.0
TXN102057,0.022,38.67,VERY LOW,Stop Recovery,Recovery probability is too low,0,1761.57,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN102058,0.658,317.36,VERY LOW,Retry,Technical failure with high recovery potential,0,482.08,Processing Error,Technical,0,0,0.0,True,1,482.08
TXN102059,0.361,1002.04,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,2775.89,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN102060,0.597,753.56,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1262.45,Processing Error,Technical,0,1,1254.35,True,0,0.0
TXN102061,0.677,653.16,LOW,Retry,Temporary failure with moderate recovery probability,0,965.4,Gateway Timeout,Temporary,1,1,950.89,True,1,965.4
TXN102062,0.185,93.01,VERY LOW,Stop Recovery,Recovery probability is too low,0,503.21,Processing Error,Technical,0,1,486.61,False,0,0.0
TXN102063,0.395,72.98,VERY LOW,Escalate,Low recovery probability requires investigation,0,184.56,Authentication Failure,Technical,0,0,0.0,True,0,0.0
TXN102064,0.203,118.39,VERY LOW,Stop Recovery,Maximum retry limit reached,0,583.57,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN102065,0.438,1430.48,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,3262.47,Authentication Failure,Technical,0,1,3257.93,True,1,3262.47
TXN102066,0.562,545.52,LOW,Retry,Temporary failure with moderate recovery probability,0,970.42,Gateway Timeout,Temporary,1,1,955.42,True,0,0.0
TXN102067,0.13,151.49,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1169.74,Processing Error,Technical,3,0,0.0,False,0,0.0
TXN102068,0.416,941.21,LOW,Send Payment Reminder,Customer action may be required,60,2262.99,Payment Declined,Customer Related,0,0,0.0,True,0,0.0
TXN102069,0.526,2986.34,MEDIUM,Retry,Temporary failure with moderate recovery probability,0,5679.03,Bank Server Unavailable,Temporary,1,1,5434.34,True,0,0.0
TXN102070,0.809,3128.29,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,3866.11,Network Timeout,Temporary,0,1,3807.07,True,1,3866.11
TXN102071,0.028,17.39,VERY LOW,Stop Recovery,Recovery probability is too low,0,615.31,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN102072,0.077,21.77,VERY LOW,Stop Recovery,Maximum retry limit reached,0,283.14,Authentication Failure,Technical,2,0,0.0,False,0,0.0
TXN102073,0.014,120.28,VERY LOW,Stop Recovery,Maximum retry limit reached,0,8845.74,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN102074,0.478,3936.47,MEDIUM,Send Payment Reminder,Customer action may be required,60,8227.14,Insufficient Balance,Customer Related,0,1,8188.39,True,0,0.0
TXN102075,0.848,1320.11,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1557.38,Network Timeout,Temporary,0,0,0.0,True,1,1557.38
TXN102076,0.468,227.02,VERY LOW,Send Payment Reminder,Customer action may be required,60,484.74,Insufficient Balance,Customer Related,0,1,471.97,True,1,484.74
TXN102077,0.274,792.9,LOW,Stop Recovery,Maximum retry limit reached,0,2894.54,Network Timeout,Temporary,3,0,0.0,False,0,0.0
TXN102078,0.117,144.2,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1228.58,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN102079,0.447,547.21,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1223.68,Processing Error,Technical,0,1,1207.13,True,1,1223.68
TXN102080,0.386,1058.17,LOW,Escalate,Low recovery probability requires investigation,0,2739.6,Processing Error,Technical,1,0,0.0,True,0,0.0
TXN102081,0.779,1363.79,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1750.23,Gateway Timeout,Temporary,1,1,1675.91,True,1,1750.23
TXN102082,0.028,14.28,VERY LOW,Stop Recovery,Recovery probability is too low,0,518.71,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN102083,0.321,331.82,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1032.98,Insufficient Balance,Customer Related,0,1,987.04,False,0,0.0
TXN102084,0.729,1656.51,LOW,Retry After Delay,Temporary failure with high recovery probability,10,2273.15,Network Timeout,Temporary,0,1,2230.87,True,0,0.0
TXN102085,0.479,964.01,LOW,Stop Recovery,Maximum retry limit reached,0,2014.65,Processing Error,Technical,2,1,1954.24,False,0,0.0
TXN102086,0.454,749.59,LOW,Send Payment Reminder,Customer action may be required,60,1651.79,Insufficient Balance,Customer Related,0,1,1607.14,True,0,0.0
TXN102087,0.092,259.07,VERY LOW,Stop Recovery,Maximum retry limit reached,0,2826.34,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN102088,0.01,9.97,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1002.88,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN102089,0.835,1289.56,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1545.24,Bank Server Unavailable,Temporary,0,1,1491.73,True,1,1545.24
TXN102090,0.463,46.34,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,100.0,Bank Server Unavailable,Temporary,1,0,0.0,True,1,100.0
TXN102091,0.711,664.32,LOW,Retry After Delay,Temporary failure with high recovery probability,10,934.75,Bank Server Unavailable,Temporary,0,1,909.31,True,1,934.75
TXN102092,0.007,16.38,VERY LOW,Stop Recovery,Maximum retry limit reached,0,2467.9,Insufficient Balance,Customer Related,3,0,0.0,False,0,0.0
TXN102093,0.594,582.44,LOW,Retry,Temporary failure with moderate recovery probability,0,980.13,Bank Server Unavailable,Temporary,1,0,0.0,True,1,980.13
TXN102094,0.408,376.78,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,922.44,Processing Error,Technical,1,0,0.0,True,1,922.44
TXN102095,0.332,193.38,VERY LOW,Stop Recovery,Maximum retry limit reached,0,582.21,Incorrect Payment Details,Customer Related,2,1,555.98,False,0,0.0
TXN102096,0.183,547.43,LOW,Stop Recovery,Recovery probability is too low,0,2989.0,Processing Error,Technical,0,0,0.0,False,0,0.0
TXN102097,0.151,313.57,VERY LOW,Stop Recovery,Recovery probability is too low,0,2077.19,Authentication Failure,Technical,0,0,0.0,False,0,0.0
TXN102098,0.012,31.99,VERY LOW,Stop Recovery,Maximum retry limit reached,0,2592.38,Incorrect Payment Details,Customer Related,2,0,0.0,False,0,0.0
TXN102099,0.599,201.6,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,336.64,Bank Server Unavailable,Temporary,0,1,321.63,True,1,336.64
TXN102100,0.301,354.3,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1178.08,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN102101,0.449,480.9,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,1070.53,Bank Server Unavailable,Temporary,1,0,0.0,True,1,1070.53
TXN102102,0.619,662.63,LOW,Retry,Temporary failure with moderate recovery probability,0,1070.14,Network Timeout,Temporary,0,1,1040.4,True,1,1070.14
TXN102103,0.393,321.2,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,818.26,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN102104,0.354,359.64,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1015.48,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN102105,0.487,1288.05,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,2643.12,Network Timeout,Temporary,0,0,0.0,True,1,2643.12
TXN102106,0.867,251.24,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,289.95,Gateway Timeout,Temporary,0,1,282.02,True,1,289.95
TXN102107,0.547,3036.63,MEDIUM,Stop Recovery,Maximum retry limit reached,0,5551.57,Network Timeout,Temporary,2,1,5515.88,False,0,0.0
TXN102108,0.371,731.6,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1972.53,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN102109,0.156,202.1,VERY LOW,Stop Recovery,Recovery probability is too low,0,1294.83,Processing Error,Technical,0,0,0.0,False,0,0.0
TXN102110,0.532,1471.3,LOW,Send Payment Reminder,Customer action may be required,60,2766.86,Incorrect Payment Details,Customer Related,0,1,2674.22,True,1,2766.86
TXN102111,0.448,187.75,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,419.28,Authentication Failure,Technical,0,0,0.0,True,1,419.28
TXN102112,0.286,225.19,VERY LOW,Stop Recovery,Maximum retry limit reached,0,787.01,Insufficient Balance,Customer Related,3,0,0.0,False,0,0.0
TXN102113,0.671,815.87,LOW,Retry,Temporary failure with moderate recovery probability,0,1215.78,Network Timeout,Temporary,0,1,1196.14,True,1,1215.78
TXN102114,0.027,109.63,VERY LOW,Stop Recovery,Recovery probability is too low,0,3993.6,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN102115,0.783,1010.33,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1290.52,Bank Server Unavailable,Temporary,1,1,1245.55,True,1,1290.52
TXN102116,0.019,37.3,VERY LOW,Stop Recovery,Recovery probability is too low,0,1919.93,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN102117,0.528,441.38,VERY LOW,Send Payment Reminder,Customer action may be required,60,835.76,Incorrect Payment Details,Customer Related,0,1,806.84,True,1,835.76
TXN102118,0.145,286.8,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1977.27,Processing Error,Technical,3,0,0.0,False,0,0.0
TXN102119,0.436,2233.83,LOW,Send Payment Reminder,Customer action may be required,60,5124.52,Insufficient Balance,Customer Related,1,0,0.0,True,0,0.0
TXN102120,0.647,1922.8,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,2970.31,Processing Error,Technical,0,1,2927.07,True,1,2970.31
TXN102121,0.109,137.17,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1254.93,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN102122,0.533,1226.64,LOW,Retry,Temporary failure with moderate recovery probability,0,2299.38,Network Timeout,Temporary,0,0,0.0,True,1,2299.38
TXN102123,0.546,1161.55,LOW,Send Payment Reminder,Customer action may be required,60,2126.03,Insufficient Balance,Customer Related,0,1,2079.47,True,0,0.0
TXN102124,0.465,933.55,LOW,Stop Recovery,Maximum retry limit reached,0,2008.75,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN102125,0.054,177.35,VERY LOW,Stop Recovery,Maximum retry limit reached,0,3260.26,Insufficient Balance,Customer Related,3,0,0.0,False,0,0.0
TXN102126,0.583,1889.38,LOW,Send Payment Reminder,Customer action may be required,60,3240.82,Incorrect Payment Details,Customer Related,0,0,0.0,True,0,0.0
TXN102127,0.392,474.79,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1209.88,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN102128,0.015,33.71,VERY LOW,Stop Recovery,Recovery probability is too low,0,2238.37,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN102129,0.752,741.08,LOW,Stop Recovery,Maximum retry limit reached,0,985.87,Gateway Timeout,Temporary,2,1,954.96,False,0,0.0
TXN102130,0.567,362.66,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,640.05,Bank Server Unavailable,Temporary,1,0,0.0,True,0,0.0
TXN102131,0.596,643.77,LOW,Retry,Temporary failure with moderate recovery probability,0,1079.66,Gateway Timeout,Temporary,1,0,0.0,True,1,1079.66
TXN102132,0.483,609.14,LOW,Send Payment Reminder,Customer action may be required,60,1260.14,Insufficient Balance,Customer Related,0,0,0.0,True,0,0.0
TXN102133,0.522,185.2,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,354.51,Authentication Failure,Technical,1,0,0.0,True,1,354.51
TXN102134,0.443,1180.5,LOW,Stop Recovery,Maximum retry limit reached,0,2665.82,Authentication Failure,Technical,2,0,0.0,False,0,0.0
TXN102135,0.677,99.03,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,146.37,Bank Server Unavailable,Temporary,0,1,142.59,True,1,146.37
TXN102136,0.594,6980.68,MEDIUM,Send Payment Reminder,Customer action may be required,60,11752.88,Payment Declined,Customer Related,0,1,11661.46,True,0,0.0
TXN102137,0.433,1926.95,LOW,Send Payment Reminder,Customer action may be required,60,4453.76,Insufficient Balance,Customer Related,0,0,0.0,True,1,4453.76
TXN102138,0.628,682.47,LOW,Send Payment Reminder,Customer action may be required,60,1087.02,Payment Declined,Customer Related,0,1,1073.21,True,1,1087.02
TXN102139,0.617,833.02,LOW,Send Payment Reminder,Customer action may be required,60,1349.57,Payment Declined,Customer Related,0,1,1345.16,True,0,0.0
TXN102140,0.831,1418.54,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1706.8,Gateway Timeout,Temporary,0,1,1696.29,True,1,1706.8
TXN102141,0.654,546.8,LOW,Retry,Technical failure with high recovery potential,0,836.04,Processing Error,Technical,0,0,0.0,True,1,836.04
TXN102142,0.291,454.12,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1562.58,Processing Error,Technical,2,1,1536.76,False,0,0.0
TXN102143,0.58,692.17,LOW,Retry,Temporary failure with moderate recovery probability,0,1193.68,Network Timeout,Temporary,0,0,0.0,True,1,1193.68
TXN102144,0.086,106.78,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1242.13,Incorrect Payment Details,Customer Related,3,0,0.0,False,0,0.0
TXN102145,0.404,625.11,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,1548.7,Network Timeout,Temporary,1,0,0.0,True,1,1548.7
TXN102146,0.817,382.56,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,468.33,Network Timeout,Temporary,0,1,449.36,True,1,468.33
TXN102147,0.52,718.54,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1382.51,Processing Error,Technical,0,1,1338.4,True,1,1382.51
TXN102148,0.02,29.97,VERY LOW,Stop Recovery,Recovery probability is too low,0,1526.54,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN102149,0.842,1250.6,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1484.87,Gateway Timeout,Temporary,0,1,1451.8,True,1,1484.87
TXN102150,0.104,116.76,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1127.02,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN102151,0.623,2074.75,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,3328.53,Authentication Failure,Technical,0,1,3167.73,True,1,3328.53
TXN102152,0.42,423.77,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1009.37,Processing Error,Technical,0,0,0.0,True,1,1009.37
TXN102153,0.765,1229.1,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1606.58,Network Timeout,Temporary,0,1,1580.98,True,1,1606.58
TXN102154,0.044,165.51,VERY LOW,Stop Recovery,Recovery probability is too low,0,3781.36,Authentication Failure,Technical,1,0,0.0,False,0,0.0
TXN102155,0.466,585.99,LOW,Stop Recovery,Maximum retry limit reached,0,1257.02,Authentication Failure,Technical,2,0,0.0,False,0,0.0
TXN102156,0.452,719.06,LOW,Send Payment Reminder,Customer action may be required,60,1590.13,Payment Declined,Customer Related,0,0,0.0,True,1,1590.13
TXN102157,0.19,235.63,VERY LOW,Stop Recovery,Recovery probability is too low,0,1240.03,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN102158,0.816,2942.72,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,3604.35,Network Timeout,Temporary,0,0,0.0,True,1,3604.35
TXN102159,0.777,846.36,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1089.88,Bank Server Unavailable,Temporary,1,0,0.0,True,1,1089.88
TXN102160,0.556,2078.44,LOW,Send Payment Reminder,Customer action may be required,60,3739.41,Insufficient Balance,Customer Related,0,0,0.0,True,0,0.0
TXN102161,0.591,728.3,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,1232.91,Processing Error,Technical,1,0,0.0,True,1,1232.91
TXN102162,0.66,444.34,VERY LOW,Retry,Technical failure with high recovery potential,0,673.46,Authentication Failure,Technical,0,0,0.0,True,1,673.46
TXN102163,0.022,50.0,VERY LOW,Stop Recovery,Recovery probability is too low,0,2306.53,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN102164,0.386,405.19,VERY LOW,Escalate,Low recovery probability requires investigation,0,1049.71,Authentication Failure,Technical,1,0,0.0,True,1,1049.71
TXN102165,0.482,1061.24,LOW,Send Payment Reminder,Customer action may be required,60,2200.41,Incorrect Payment Details,Customer Related,1,0,0.0,True,0,0.0
TXN102166,0.262,39.57,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,150.88,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN102167,0.818,1100.34,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1345.02,Bank Server Unavailable,Temporary,0,1,1343.68,True,1,1345.02
TXN102168,0.448,415.82,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,927.34,Gateway Timeout,Temporary,1,1,919.34,True,1,927.34
TXN102169,0.624,357.18,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,572.15,Bank Server Unavailable,Temporary,0,1,563.22,True,0,0.0
TXN102170,0.604,519.26,LOW,Stop Recovery,Maximum retry limit reached,0,860.41,Network Timeout,Temporary,2,0,0.0,False,0,0.0
TXN102171,0.463,392.23,VERY LOW,Stop Recovery,Maximum retry limit reached,0,846.44,Network Timeout,Temporary,2,0,0.0,False,0,0.0
TXN102172,0.203,261.09,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1288.99,Incorrect Payment Details,Customer Related,1,0,0.0,False,0,0.0
TXN102173,0.67,300.37,VERY LOW,Stop Recovery,Maximum retry limit reached,0,448.6,Network Timeout,Temporary,2,1,441.38,False,0,0.0
TXN102174,0.083,142.9,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1725.06,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN102175,0.613,2448.59,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,3995.69,Processing Error,Technical,0,0,0.0,True,1,3995.69
TXN102176,0.118,197.05,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1676.97,Authentication Failure,Technical,3,0,0.0,False,0,0.0
TXN102177,0.332,848.91,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,2558.54,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN102178,0.803,2580.79,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,3215.22,Gateway Timeout,Temporary,0,1,3198.67,True,1,3215.22
TXN102179,0.039,140.52,VERY LOW,Stop Recovery,Maximum retry limit reached,0,3601.81,Payment Declined,Customer Related,3,0,0.0,False,0,0.0
TXN102180,0.366,2191.49,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,5979.61,Insufficient Balance,Customer Related,0,1,5773.41,False,0,0.0
TXN102181,0.019,17.32,VERY LOW,Stop Recovery,Recovery probability is too low,0,898.42,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN102182,0.258,194.66,VERY LOW,Stop Recovery,Maximum retry limit reached,0,753.86,Insufficient Balance,Customer Related,3,0,0.0,False,0,0.0
TXN102183,0.026,65.71,VERY LOW,Stop Recovery,Recovery probability is too low,0,2506.83,Insufficient Balance,Customer Related,0,0,0.0,False,0,0.0
TXN102184,0.436,1028.14,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,2360.46,Processing Error,Technical,0,0,0.0,True,0,0.0
TXN102185,0.488,1215.63,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,2491.25,Gateway Timeout,Temporary,1,1,2422.32,True,0,0.0
TXN102186,0.807,4899.91,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,6071.89,Bank Server Unavailable,Temporary,1,1,5968.78,True,1,6071.89
TXN102187,0.07,94.22,VERY LOW,Stop Recovery,Maximum retry limit reached,0,1351.67,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN102188,0.321,605.09,LOW,Stop Recovery,Maximum retry limit reached,0,1883.57,Insufficient Balance,Customer Related,2,1,1843.33,False,0,0.0
TXN102189,0.65,397.28,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,611.36,Network Timeout,Temporary,0,0,0.0,True,0,0.0
TXN102190,0.167,1236.7,LOW,Stop Recovery,Recovery probability is too low,0,7392.76,Authentication Failure,Technical,0,0,0.0,False,0,0.0
TXN102191,0.498,509.58,LOW,Send Payment Reminder,Customer action may be required,60,1023.28,Insufficient Balance,Customer Related,1,1,1015.3,True,1,1023.28
TXN102192,0.02,20.51,VERY LOW,Stop Recovery,Recovery probability is too low,0,1046.73,Insufficient Balance,Customer Related,1,0,0.0,False,0,0.0
TXN102193,0.38,385.81,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,1014.96,Payment Declined,Customer Related,0,1,982.8,False,0,0.0
TXN102194,0.019,15.03,VERY LOW,Stop Recovery,Recovery probability is too low,0,799.58,Incorrect Payment Details,Customer Related,0,0,0.0,False,0,0.0
TXN102195,0.508,379.68,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,747.29,Processing Error,Technical,0,1,725.48,True,0,0.0
TXN102196,0.67,589.93,LOW,Stop Recovery,Maximum retry limit reached,0,880.98,Bank Server Unavailable,Temporary,2,1,847.91,False,0,0.0
TXN102197,0.29,130.13,VERY LOW,Stop Recovery,Maximum retry limit reached,0,449.15,Gateway Timeout,Temporary,2,0,0.0,False,0,0.0
TXN102198,0.612,437.24,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,714.62,Bank Server Unavailable,Temporary,0,1,701.71,True,1,714.62
TXN102199,0.175,1116.95,LOW,Stop Recovery,Recovery probability is too low,0,6368.83,Processing Error,Technical,0,1,6174.68,False,0,0.0
TXN102200,0.027,63.97,VERY LOW,Stop Recovery,Recovery probability is too low,0,2412.75,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN102201,0.047,133.33,VERY LOW,Stop Recovery,Maximum retry limit reached,0,2809.39,Authentication Failure,Technical,3,0,0.0,False,0,0.0
TXN102202,0.152,521.28,LOW,Stop Recovery,Maximum retry limit reached,0,3434.98,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN102203,0.017,101.67,VERY LOW,Stop Recovery,Recovery probability is too low,0,5809.84,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN102204,0.845,274.24,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,324.69,Network Timeout,Temporary,0,1,317.36,True,0,0.0
TXN102205,0.425,213.03,VERY LOW,Send Payment Reminder,Customer action may be required,60,500.74,Insufficient Balance,Customer Related,0,0,0.0,True,0,0.0
TXN102206,0.834,587.15,LOW,Retry After Delay,Temporary failure with high recovery probability,10,704.17,Network Timeout,Temporary,0,0,0.0,True,1,704.17
TXN102207,0.139,128.31,VERY LOW,Stop Recovery,Maximum retry limit reached,0,919.86,Authentication Failure,Technical,3,0,0.0,False,0,0.0
TXN102208,0.62,652.81,LOW,Retry,Temporary failure with moderate recovery probability,0,1053.15,Network Timeout,Temporary,0,1,1003.68,True,1,1053.15
TXN102209,0.025,23.05,VERY LOW,Stop Recovery,Recovery probability is too low,0,936.75,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN102210,0.808,1289.87,LOW,Retry After Delay,Temporary failure with high recovery probability,10,1596.31,Network Timeout,Temporary,0,1,1572.72,True,1,1596.31
TXN102211,0.644,887.56,LOW,Retry,Temporary failure with moderate recovery probability,0,1377.79,Network Timeout,Temporary,0,0,0.0,True,1,1377.79
TXN102212,0.771,579.54,LOW,Retry After Delay,Temporary failure with high recovery probability,10,751.25,Bank Server Unavailable,Temporary,1,1,733.69,True,1,751.25
TXN102213,0.026,6.12,VERY LOW,Stop Recovery,Recovery probability is too low,0,234.99,Payment Declined,Customer Related,1,0,0.0,False,0,0.0
TXN102214,0.767,464.08,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,605.29,Network Timeout,Temporary,1,1,597.49,True,1,605.29
TXN102215,0.377,325.79,VERY LOW,Stop Recovery,Maximum retry limit reached,0,863.17,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN102216,0.619,680.11,LOW,Send Payment Reminder,Customer action may be required,60,1099.2,Payment Declined,Customer Related,0,1,1057.98,True,1,1099.2
TXN102217,0.618,335.11,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,542.54,Processing Error,Technical,0,1,538.62,True,1,542.54
TXN102218,0.244,220.93,VERY LOW,Stop Recovery,Maximum retry limit reached,0,904.48,Processing Error,Technical,2,0,0.0,False,0,0.0
TXN102219,0.023,12.28,VERY LOW,Stop Recovery,Recovery probability is too low,0,541.97,Payment Declined,Customer Related,0,0,0.0,False,0,0.0
TXN102220,0.098,119.24,VERY LOW,Stop Recovery,Recovery probability is too low,0,1211.17,Authentication Failure,Technical,0,0,0.0,False,0,0.0
TXN102221,0.009,5.11,VERY LOW,Stop Recovery,Maximum retry limit reached,0,567.66,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
TXN102222,0.314,213.06,VERY LOW,Stop Recovery,Maximum retry limit reached,0,679.17,Payment Declined,Customer Related,2,0,0.0,False,0,0.0
TXN102223,0.251,118.09,VERY LOW,Stop Recovery,Maximum retry limit reached,0,470.15,Insufficient Balance,Customer Related,2,0,0.0,False,0,0.0
