decision_timestamp,transaction_id,amount,payment_method,failure_reason,failure_category,retry_count,recovery_probability,expected_recovery,priority,action,reason,retry_delay_minutes,guardrail_triggered,recovery_attempted,outcome,recovered_amount
2026-08-25T23:41:59,TXN103219,6108.95,UPI,Network Timeout,Temporary,0,0.726,4436.8,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,6108.95
2026-08-25T23:41:59,TXN103220,4954.27,UPI,Insufficient Balance,Customer Related,2,0.406,2010.45,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103221,1906.13,Debit Card,Insufficient Balance,Customer Related,2,0.086,164.08,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103222,684.81,Debit Card,Insufficient Balance,Customer Related,0,0.288,197.42,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103223,469.66,UPI,Incorrect Payment Details,Customer Related,2,0.117,54.97,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103224,982.49,UPI,Payment Declined,Customer Related,0,0.031,30.44,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103225,2446.88,Debit Card,Gateway Timeout,Temporary,1,0.551,1347.45,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,2446.88
2026-08-25T23:41:59,TXN103226,5775.14,Debit Card,Payment Declined,Customer Related,0,0.062,359.56,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103227,1870.49,UPI,Network Timeout,Temporary,0,0.823,1538.64,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1870.49
2026-08-25T23:41:59,TXN103228,3411.74,Net Banking,Network Timeout,Temporary,0,0.812,2769.68,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,3411.74
2026-08-25T23:41:59,TXN103229,1100.76,Wallet,Insufficient Balance,Customer Related,0,0.392,431.79,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103230,2204.41,UPI,Incorrect Payment Details,Customer Related,0,0.58,1279.62,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103231,2588.12,Credit Card,Authentication Failure,Technical,0,0.309,799.75,LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovered,2588.12
2026-08-25T23:41:59,TXN103232,274.88,UPI,Payment Declined,Customer Related,0,0.02,5.39,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103233,962.23,Debit Card,Processing Error,Technical,0,0.536,515.59,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,962.23
2026-08-25T23:41:59,TXN103234,2863.39,UPI,Network Timeout,Temporary,0,0.473,1354.35,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103235,1668.32,UPI,Processing Error,Technical,0,0.305,508.7,LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovered,1668.32
2026-08-25T23:41:59,TXN103236,514.29,Debit Card,Processing Error,Technical,0,0.532,273.69,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,514.29
2026-08-25T23:41:59,TXN103237,191.69,Net Banking,Payment Declined,Customer Related,0,0.42,80.54,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103238,999.62,UPI,Network Timeout,Temporary,0,0.702,701.68,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,999.62
2026-08-25T23:41:59,TXN103239,1264.88,UPI,Insufficient Balance,Customer Related,2,0.009,10.83,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103240,660.41,UPI,Bank Server Unavailable,Temporary,0,0.639,422.27,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,660.41
2026-08-25T23:41:59,TXN103241,1501.87,Credit Card,Payment Declined,Customer Related,0,0.619,929.69,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1501.87
2026-08-25T23:41:59,TXN103242,2008.43,Debit Card,Bank Server Unavailable,Temporary,0,0.647,1299.19,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103243,2290.56,Credit Card,Insufficient Balance,Customer Related,0,0.017,39.76,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103244,203.42,Credit Card,Bank Server Unavailable,Temporary,0,0.828,168.37,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,203.42
2026-08-25T23:41:59,TXN103245,468.05,Debit Card,Bank Server Unavailable,Temporary,1,0.461,215.73,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,468.05
2026-08-25T23:41:59,TXN103246,1049.74,Credit Card,Bank Server Unavailable,Temporary,1,0.519,545.07,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103247,2116.96,Credit Card,Network Timeout,Temporary,0,0.817,1729.78,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2116.96
2026-08-25T23:41:59,TXN103248,1981.06,Credit Card,Incorrect Payment Details,Customer Related,0,0.503,997.08,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103249,1953.73,Net Banking,Gateway Timeout,Temporary,0,0.821,1604.44,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1953.73
2026-08-25T23:41:59,TXN103250,985.61,UPI,Payment Declined,Customer Related,0,0.559,550.66,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103251,1030.6,UPI,Payment Declined,Customer Related,0,0.27,278.28,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103252,747.95,UPI,Network Timeout,Temporary,2,0.703,525.75,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103253,2476.39,Net Banking,Gateway Timeout,Temporary,1,0.456,1128.55,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,2476.39
2026-08-25T23:41:59,TXN103254,641.37,UPI,Payment Declined,Customer Related,2,0.277,177.43,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103255,2643.95,UPI,Processing Error,Technical,0,0.438,1157.91,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,2643.95
2026-08-25T23:41:59,TXN103256,1581.74,Wallet,Insufficient Balance,Customer Related,0,0.643,1017.37,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1581.74
2026-08-25T23:41:59,TXN103257,1292.02,Wallet,Insufficient Balance,Customer Related,0,0.454,586.07,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1292.02
2026-08-25T23:41:59,TXN103258,792.06,Wallet,Incorrect Payment Details,Customer Related,2,0.321,253.86,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103259,452.85,UPI,Authentication Failure,Technical,0,0.471,213.39,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103260,797.82,Net Banking,Processing Error,Technical,0,0.648,516.9,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103261,1028.64,UPI,Insufficient Balance,Customer Related,0,0.594,611.07,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1028.64
2026-08-25T23:41:59,TXN103262,201.3,UPI,Bank Server Unavailable,Temporary,0,0.572,115.24,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,201.3
2026-08-25T23:41:59,TXN103263,1143.81,UPI,Incorrect Payment Details,Customer Related,1,0.309,353.07,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103264,2805.92,Credit Card,Network Timeout,Temporary,0,0.444,1246.94,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103265,2108.59,UPI,Insufficient Balance,Customer Related,1,0.27,569.93,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103266,900.58,Credit Card,Payment Declined,Customer Related,1,0.222,199.67,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103267,1390.68,Net Banking,Payment Declined,Customer Related,1,0.479,666.79,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103268,858.4,UPI,Incorrect Payment Details,Customer Related,2,0.011,9.72,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103269,1508.71,UPI,Bank Server Unavailable,Temporary,0,0.625,943.45,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1508.71
2026-08-25T23:41:59,TXN103270,4592.07,UPI,Processing Error,Technical,0,0.519,2385.02,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,4592.07
2026-08-25T23:41:59,TXN103271,2906.77,Wallet,Bank Server Unavailable,Temporary,0,0.641,1862.85,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,2906.77
2026-08-25T23:41:59,TXN103272,2031.71,UPI,Network Timeout,Temporary,0,0.442,897.61,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103273,902.97,UPI,Payment Declined,Customer Related,2,0.082,73.87,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103274,2440.48,UPI,Processing Error,Technical,1,0.097,236.67,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103275,347.41,Net Banking,Payment Declined,Customer Related,0,0.021,7.37,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103276,1094.57,UPI,Payment Declined,Customer Related,0,0.366,400.45,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103277,2136.6,UPI,Insufficient Balance,Customer Related,2,0.01,20.55,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103278,2421.97,UPI,Network Timeout,Temporary,0,0.498,1206.75,LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,2421.97
2026-08-25T23:41:59,TXN103279,2289.09,Net Banking,Payment Declined,Customer Related,0,0.391,896.08,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103280,1695.72,UPI,Gateway Timeout,Temporary,3,0.204,345.99,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103281,1145.3,Credit Card,Processing Error,Technical,0,0.116,133.18,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103282,2059.83,UPI,Bank Server Unavailable,Temporary,1,0.696,1434.11,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,2059.83
2026-08-25T23:41:59,TXN103283,624.97,Wallet,Gateway Timeout,Temporary,1,0.436,272.27,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,624.97
2026-08-25T23:41:59,TXN103284,681.47,Credit Card,Insufficient Balance,Customer Related,2,0.372,253.56,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103285,1407.24,Credit Card,Insufficient Balance,Customer Related,0,0.605,850.81,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103286,1538.49,UPI,Insufficient Balance,Customer Related,3,0.252,388.34,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103287,310.91,UPI,Gateway Timeout,Temporary,0,0.857,266.58,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,310.91
2026-08-25T23:41:59,TXN103288,1927.77,UPI,Network Timeout,Temporary,0,0.855,1648.79,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1927.77
2026-08-25T23:41:59,TXN103289,2485.38,Credit Card,Authentication Failure,Technical,0,0.625,1552.85,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,2485.38
2026-08-25T23:41:59,TXN103290,1259.12,Wallet,Insufficient Balance,Customer Related,0,0.438,551.25,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103291,8951.47,UPI,Payment Declined,Customer Related,3,0.06,540.77,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103292,775.61,Net Banking,Payment Declined,Customer Related,1,0.488,378.39,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,775.61
2026-08-25T23:41:59,TXN103293,1003.38,UPI,Payment Declined,Customer Related,0,0.315,316.1,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103294,976.47,Wallet,Incorrect Payment Details,Customer Related,0,0.59,576.55,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103295,1260.23,UPI,Payment Declined,Customer Related,0,0.019,23.84,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103296,1029.7,UPI,Gateway Timeout,Temporary,0,0.682,702.52,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1029.7
2026-08-25T23:41:59,TXN103297,434.65,Credit Card,Payment Declined,Customer Related,0,0.489,212.59,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103298,865.03,Debit Card,Bank Server Unavailable,Temporary,1,0.674,583.07,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,865.03
2026-08-25T23:41:59,TXN103299,1238.81,Debit Card,Payment Declined,Customer Related,1,0.017,20.5,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103300,3579.07,Credit Card,Insufficient Balance,Customer Related,0,0.371,1328.88,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103301,7799.34,Credit Card,Network Timeout,Temporary,0,0.726,5662.97,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,7799.34
2026-08-25T23:41:59,TXN103302,3898.62,UPI,Incorrect Payment Details,Customer Related,1,0.468,1824.11,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103303,720.32,UPI,Gateway Timeout,Temporary,0,0.767,552.58,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,720.32
2026-08-25T23:41:59,TXN103304,767.66,UPI,Processing Error,Technical,2,0.51,391.73,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103305,1179.14,Credit Card,Gateway Timeout,Temporary,2,0.339,399.9,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103306,5583.92,Credit Card,Processing Error,Technical,0,0.519,2896.23,MEDIUM,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103307,1173.4,Debit Card,Insufficient Balance,Customer Related,0,0.013,15.69,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103308,463.12,Debit Card,Network Timeout,Temporary,0,0.835,386.55,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,463.12
2026-08-25T23:41:59,TXN103309,897.0,UPI,Network Timeout,Temporary,0,0.83,744.84,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,897.0
2026-08-25T23:41:59,TXN103310,2454.42,Debit Card,Network Timeout,Temporary,1,0.79,1939.94,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2454.42
2026-08-25T23:41:59,TXN103311,2326.11,UPI,Network Timeout,Temporary,0,0.85,1976.73,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,2326.11
2026-08-25T23:41:59,TXN103312,1141.19,Debit Card,Gateway Timeout,Temporary,0,0.839,957.58,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1141.19
2026-08-25T23:41:59,TXN103313,2314.0,UPI,Gateway Timeout,Temporary,2,0.49,1133.75,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103314,217.34,Debit Card,Network Timeout,Temporary,0,0.843,183.32,VERY LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,217.34
2026-08-25T23:41:59,TXN103315,1455.44,Credit Card,Insufficient Balance,Customer Related,1,0.256,373.2,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103316,2666.57,UPI,Insufficient Balance,Customer Related,1,0.398,1062.63,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103317,687.95,Debit Card,Payment Declined,Customer Related,0,0.62,426.76,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103318,686.04,UPI,Bank Server Unavailable,Temporary,0,0.571,391.41,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,686.04
2026-08-25T23:41:59,TXN103319,300.92,UPI,Processing Error,Technical,1,0.286,86.15,VERY LOW,Escalate,Low recovery probability requires investigation,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103320,4778.66,Credit Card,Insufficient Balance,Customer Related,1,0.276,1320.9,LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103321,752.86,Net Banking,Payment Declined,Customer Related,0,0.021,15.76,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103322,1624.3,UPI,Network Timeout,Temporary,0,0.834,1354.5,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1624.3
2026-08-25T23:41:59,TXN103323,2171.41,UPI,Payment Declined,Customer Related,1,0.458,994.05,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,2171.41
2026-08-25T23:41:59,TXN103324,4490.21,Credit Card,Insufficient Balance,Customer Related,3,0.069,310.25,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103325,1184.27,Credit Card,Processing Error,Technical,2,0.469,554.9,LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103326,869.97,UPI,Processing Error,Technical,1,0.455,396.03,VERY LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,869.97
2026-08-25T23:41:59,TXN103327,1538.33,Net Banking,Payment Declined,Customer Related,2,0.3,462.09,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103328,3741.58,Credit Card,Incorrect Payment Details,Customer Related,0,0.56,2095.33,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,3741.58
2026-08-25T23:41:59,TXN103329,1168.95,UPI,Payment Declined,Customer Related,0,0.549,641.23,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1168.95
2026-08-25T23:41:59,TXN103330,623.97,UPI,Network Timeout,Temporary,0,0.856,534.35,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,623.97
2026-08-25T23:41:59,TXN103331,390.49,Credit Card,Incorrect Payment Details,Customer Related,3,0.357,139.4,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103332,504.19,Debit Card,Bank Server Unavailable,Temporary,2,0.432,217.58,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103333,2674.49,UPI,Payment Declined,Customer Related,0,0.029,76.9,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103334,1036.39,Wallet,Network Timeout,Temporary,0,0.637,659.88,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103335,823.85,UPI,Gateway Timeout,Temporary,0,0.765,629.98,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103336,755.38,Credit Card,Insufficient Balance,Customer Related,1,0.521,393.44,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103337,1433.73,UPI,Gateway Timeout,Temporary,0,0.818,1173.41,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1433.73
2026-08-25T23:41:59,TXN103338,1105.92,Net Banking,Payment Declined,Customer Related,2,0.309,341.82,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103339,1076.53,Debit Card,Insufficient Balance,Customer Related,0,0.655,704.97,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovered,1076.53
2026-08-25T23:41:59,TXN103340,3942.06,UPI,Processing Error,Technical,1,0.067,263.8,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103341,4584.39,Wallet,Gateway Timeout,Temporary,0,0.672,3082.75,MEDIUM,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,4584.39
2026-08-25T23:41:59,TXN103342,369.44,UPI,Incorrect Payment Details,Customer Related,0,0.547,202.22,VERY LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103343,1740.75,Debit Card,Authentication Failure,Technical,0,0.616,1072.77,LOW,Retry After Delay,Delayed retry may resolve the technical issue,15,None,True,Recovered,1740.75
2026-08-25T23:41:59,TXN103344,719.47,Net Banking,Bank Server Unavailable,Temporary,0,0.579,416.29,VERY LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,719.47
2026-08-25T23:41:59,TXN103345,1098.17,Debit Card,Incorrect Payment Details,Customer Related,0,0.023,25.1,VERY LOW,Stop Recovery,Recovery probability is too low,0,Low Recovery Probability,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103346,1715.44,Net Banking,Insufficient Balance,Customer Related,1,0.442,758.8,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103347,1129.83,Net Banking,Network Timeout,Temporary,1,0.768,868.21,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1129.83
2026-08-25T23:41:59,TXN103348,1610.61,Wallet,Network Timeout,Temporary,0,0.782,1259.02,LOW,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,1610.61
2026-08-25T23:41:59,TXN103349,2294.74,UPI,Incorrect Payment Details,Customer Related,1,0.438,1005.37,LOW,Send Payment Reminder,Customer action may be required,60,None,True,Recovery Failed,0.0
2026-08-25T23:41:59,TXN103350,1695.38,UPI,Bank Server Unavailable,Temporary,1,0.556,943.31,LOW,Retry,Temporary failure with moderate recovery probability,0,None,True,Recovered,1695.38
2026-08-25T23:41:59,TXN103351,798.34,Credit Card,Network Timeout,Temporary,0,0.498,397.47,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,798.34
2026-08-25T23:41:59,TXN103352,809.68,Debit Card,Insufficient Balance,Customer Related,1,0.284,230.26,VERY LOW,Stop Recovery,Low recovery potential for customer-related failure,0,Low Customer Recovery Potential,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103353,423.37,Credit Card,Gateway Timeout,Temporary,2,0.686,290.64,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103354,676.45,UPI,Payment Declined,Customer Related,2,0.012,8.34,VERY LOW,Stop Recovery,Maximum retry limit reached,0,Maximum Retry Limit,False,Recovery Not Attempted,0.0
2026-08-25T23:41:59,TXN103355,6435.95,Net Banking,Network Timeout,Temporary,0,0.857,5516.03,MEDIUM,Retry After Delay,Temporary failure with high recovery probability,10,None,True,Recovered,6435.95
2026-08-25T23:41:59,TXN103356,710.8,Wallet,Network Timeout,Temporary,1,0.442,314.23,VERY LOW,Send Payment Reminder,Temporary failure with limited recovery probability,30,None,True,Recovered,710.8
